GeneName,RNA_CDK8i_1,RNA_CDK8i_2,RNA_CDK8i_3,RNA_M12e2_1,RNA_M12e2_2,RNA_M12e2_3,RNA_M12WT_1,RNA_M12WT_2,RNA_M12WT_3,RNA_Veh_1,RNA_Veh_2,RNA_Veh_3
ENSG00000232320,4.444869589,3.693486176,3.274868057,3.570207853,3.518526916,2.962120931,3.12609659,2.152217613,2.729029478,4.038202037,4.474346565,5.193464363
ENSG00000226121,6.342547481,6.842235936,7.200894989,5.172955362,6.964693918,9.239978504,8.299941363,8.33330556,8.526085547,6.032760931,6.322859777,6.854938965
ENSG00000197635,1.334914256,1.239334576,1.073272789,1.716293629,1.640752696,1.798536165,1.384883416,1.535344672,1.624094502,1.773359872,1.284286639,1.26590305
ENSG00000231445,24.65100648,26.95931901,29.82077696,6.081826232,6.248842898,6.00959111,10.9988819,9.937434006,11.03062964,21.27989363,24.4686088,22.93962012
ENSG00000115267,1.10924085,1.04062831,1.018635979,0.990580134,1.229821182,1.398306866,1.853221808,2.043174237,1.713055016,1.254681891,1.434053766,1.741645708
ENSG00000115271,5.836448723,5.75645546,5.118720178,3.713305704,3.406499118,3.702939892,7.206578055,7.741165566,7.641878397,6.227882625,6.297545097,6.362489945
ENSG00000115290,1.951157468,2.149661203,2.18109281,1.120455454,1.28057607,1.413574335,3.090126167,3.218615306,3.288011867,1.702068959,2.105685665,2.072890224
ENSG00000082438,0.423384194,0.428193663,0.417921115,0.356891827,0.451658016,0.539248311,0.61014856,0.653891261,0.619024954,0.405688238,0.473002723,0.501019941
ENSG00000136531,0.007492403,0.014144693,0.00990293,0.015147467,0.037352258,0.038121453,0.01209112,0.018514502,0.015333776,0.007631993,0.012239358,0.015115684
ENSG00000115339,2.847280678,2.883614847,3.076721576,0.989086301,0.934292692,1.142694905,3.414336416,3.647956115,3.617425516,2.324281169,2.358914466,2.888257761
ENSG00000123607,2.375005765,2.463998223,2.646095602,2.613179654,2.944774815,3.786968824,3.542486398,3.13141844,3.513708869,2.427581922,2.428006716,2.742711384
ENSG00000172318,0.120883415,0.041916549,0.057062558,0.384043335,0.337194902,0.547467869,0.069671323,0.128020881,0.17671224,0.04104519,0.084630598,0.049771104
ENSG00000198648,50.04061446,57.35252639,58.07761224,21.65048513,26.67596506,28.64087671,77.12797409,74.89791734,76.21871469,48.10536162,53.88969586,56.4152937
ENSG00000172292,13.93813816,14.41508257,15.1419685,13.00841474,14.59662318,16.99039382,18.84848397,18.88345328,17.95169992,12.73640442,12.60148587,13.64515673
ENSG00000227617,0.149617665,0.133159188,0.08898933,0.072596048,0.018647413,0,0.081489569,0.083187154,0.082675073,0.076202581,0.131981818,0.077618273
ENSG00000163072,0.264218581,0.237528884,0.285200798,0.292014769,0.365895074,0.399857298,0.511670021,0.362728539,0.454224537,0.281103016,0.230196946,0.299524744
ENSG00000152253,18.71253751,19.4871019,20.47433731,26.2924324,32.98059347,30.3041038,29.90087319,27.71127819,28.21893483,18.44739068,19.50569633,21.099796
ENSG00000163093,0.645108717,0.694419779,0.578325342,0.51715268,0.538346025,0.421542372,0.278372007,0.450515052,0.365081762,0.71426914,0.720269607,0.538378739
ENSG00000138399,7.220568344,8.541861002,8.41359027,8.657965622,10.76805775,11.46126035,11.83956837,11.58154819,12.07131597,7.319834002,7.525014558,8.266289392
ENSG00000138398,14.99285054,16.56316505,17.06374026,14.33630812,21.36528478,22.36709714,19.74087016,18.62778429,21.93329208,14.46277516,15.68708456,15.79817603
ENSG00000154479,0.151588255,0.1895472,0.081964904,0.033432818,0.171754682,0.097084592,0.183473011,0.068107312,0.203064177,0.112299975,0.121563754,0.095321904
ENSG00000144362,0.68845905,0.810216331,0.703148257,1.391864571,1.716104875,2.082136944,1.540283425,1.005286059,1.35774822,0.786289909,0.797475784,0.649376438
ENSG00000213160,12.10959998,12.93390607,12.70283917,11.39859427,13.0779733,15.05264088,14.74471577,15.05187668,15.1377973,10.5119932,11.55663047,11.43271088
ENSG00000138385,26.08291513,29.91918843,31.3759878,31.25911584,50.45218045,45.15270901,44.50169311,42.36094983,46.79936242,22.78120199,27.46105045,29.14362349
ENSG00000138382,21.65029496,23.19064553,21.61113644,21.10904944,28.35085301,23.00883375,32.51764683,33.43424795,32.58129867,19.3695311,21.48389128,21.05359756
ENSG00000144357,5.004202841,5.516236145,5.850562333,5.904676581,6.996697466,9.119829735,7.08459296,7.026080357,7.47814477,5.335315457,5.448816089,5.921132105
ENSG00000227176,2.993564582,3.584643157,3.323613149,4.357526081,6.268066994,5.38953628,5.265753193,6.11518969,6.175570908,2.84604795,2.386414764,2.933432818
ENSG00000214821,0.92386929,1.319102206,1.562296363,0.395533232,1.015988015,1.212387365,0.920865662,0.671463623,0.400398147,0.996439464,0.745724428,1.174712177
ENSG00000204335,0.314120835,0.37517572,0.370698878,0.417325961,0.261000416,0.245884796,0.144835182,0.073926189,0.110206675,0.380920426,0.39584935,0.465596601
ENSG00000128692,106.149034,104.0898439,107.5696323,101.1319821,138.2213084,126.4958703,131.8388684,127.322712,140.157104,86.86620663,102.6907547,101.4280107
ENSG00000239467,0.605440955,0.850800461,0.758111789,0.927682905,0.95315856,0.935372062,1.118466101,0.826796004,1.369510727,1.071146662,0.655882757,1.074515424
ENSG00000204334,0.666520558,0.580756146,1.067316702,0.497542634,1.533617849,1.504999641,1.427265165,1.140259191,1.133240015,0.783390427,0.4522738,0.753614022
ENSG00000128683,1.308519211,1.29464712,1.193360735,1.292489536,1.579601265,1.553965997,1.212700303,1.196389801,1.20738842,1.302431733,1.32650641,1.131383798
ENSG00000115806,21.0791495,22.96549529,22.73758621,32.31017641,30.70190211,30.89544432,28.41827647,29.27407872,27.84679138,20.81354915,22.15367127,21.55844987
ENSG00000198586,4.708067027,4.628344638,5.157511214,6.935079077,8.742552566,9.86347801,7.05057049,7.274360596,7.024401183,4.528793524,4.604937541,5.133031323
ENSG00000123600,3.717846682,3.901817869,4.189022478,3.043681243,4.01586667,4.239585484,4.710954861,4.260886776,4.678038038,3.469182659,3.455066424,3.57437735
ENSG00000115827,3.200122494,3.589026377,3.834658341,3.066403025,3.612165882,4.579830887,4.964554597,4.804381431,5.061492871,3.440156808,3.282551314,3.292459658
ENSG00000228507,2.658441875,2.199796913,2.994665442,2.271989415,3.31331621,3.192369827,1.755061615,2.538132495,1.632211271,2.400246826,2.487210296,3.029928209
ENSG00000234061,1.129300035,2.480050272,1.919094503,1.565566089,0.402139759,0.378850171,2.733669269,1.993297771,1.386719238,1.314674057,1.423123318,3.208255813
ENSG00000233762,111.0313928,89.8856411,82.10704412,121.4781437,84.18804162,53.59751491,81.13987078,90.61762297,75.59707295,103.4372102,95.5975575,92.75323477
ENSG00000071967,5.411457904,5.852241789,5.328953927,4.794999848,4.830222157,5.598982475,5.663430568,5.538679778,5.541135954,5.306097898,5.018079948,5.445853085
ENSG00000077380,8.098866346,8.411236249,8.249585722,9.250928354,10.5519931,10.87332269,11.77237016,10.76070869,11.49232229,7.721609966,8.774293679,8.648163494
ENSG00000115840,6.175866394,7.075609109,6.293490172,6.761139003,6.300422952,6.817470768,8.441713948,8.470262244,8.030155649,7.183559372,7.595742138,7.659259753
ENSG00000128708,16.24618194,18.32753846,17.83624854,21.73773071,27.45187052,25.32933009,27.82852777,26.23334823,28.4339278,15.50444841,18.05796076,18.91882263
ENSG00000172878,4.072498751,4.415619839,4.698352224,4.439106157,4.61644006,4.311783632,4.683029097,4.607887963,4.06461909,4.381354594,4.12862257,4.636339489
ENSG00000144355,1.061962123,1.029700707,0.73523296,3.721431099,4.096743797,2.949041857,0.632465448,0.676881615,0.558870828,0.678238404,0.710437139,0.575698934
ENSG00000115844,0.767750202,0.587600073,0.493666061,1.623484128,1.61634457,0.913641196,0.401832289,0.38456553,0.369458291,0.665802733,0.640645076,0.547202291
ENSG00000091409,20.89029394,22.11215907,23.32837232,18.85063356,21.92897378,26.536098,25.32881937,23.73252319,24.33144407,20.92366809,22.6243492,24.19441686
ENSG00000225205,0.138517098,0.122260883,0.074897231,0.229124788,0.141250152,0.118284238,0.121929086,0.124469105,0.108240039,0.102616569,0.160451128,0.054439052
ENSG00000152256,1.245597499,1.032538924,0.943750537,1.337839146,1.186558388,1.412260199,1.482919659,1.601970493,1.539539486,1.075679969,0.979087083,0.988847297
ENSG00000091428,0.021514983,0.034815014,0.025593287,0.031317881,0.026814933,0.025261969,0.057288878,0.047849167,0.026419233,0.021915824,0.03374036,0.044645953
ENSG00000091436,5.598238391,5.566527185,5.702256209,4.851351669,5.744370764,6.72528378,6.208185466,6.384417632,6.358826887,5.015594902,5.31634667,5.574086324
ENSG00000144354,27.88433626,31.16062095,31.32203864,19.80059063,24.24921146,26.47757269,30.45036363,28.52011869,29.46025551,26.38525601,29.18845782,28.34910741
ENSG00000213148,9.098027715,6.716333967,8.426368969,19.33339158,25.9891486,20.5852813,20.65696173,21.49754462,19.4896387,8.455776699,7.485369658,7.234809256
ENSG00000270460,1.360859979,1.966169691,1.445374803,0.707467957,0.726896157,0.798931671,1.176500294,1.44121088,1.909785485,1.386213891,1.333835175,1.260684804
ENSG00000172845,9.496878547,10.31339764,10.15903322,14.55097807,16.18837944,19.21903664,16.06572482,15.87755529,16.03079494,10.0344917,10.96171018,11.31757483
ENSG00000271151,0.230814667,0.210092964,0.085802212,0.349980247,0.467468643,0.609778506,0.314284208,0.356479283,0.31885639,0.146946831,0.169673255,0.09978454
ENSG00000138430,27.50001624,28.55624892,30.16001206,39.42448307,51.08407728,47.51467428,45.09645205,41.61080986,45.16323723,25.93870772,29.20666395,31.88361425
ENSG00000237804,3.177668804,3.583835805,4.072745002,2.375053451,3.920443754,3.957208432,2.602884348,2.300182574,3.231963796,3.694610699,3.492087671,4.162886278
ENSG00000217236,0.193038422,0.126900318,0.143518814,0.278065747,0.225554113,0.240823513,0.175231289,0.178881695,0.103705315,0.159765842,0.295632726,0.177338303
ENSG00000138433,4.666714377,4.257465056,4.902143212,6.394659339,8.77232357,7.678002595,6.76401512,6.703232439,6.921372962,4.108100375,4.715213929,4.458400611
ENSG00000144306,1.710223061,1.756723275,1.798533628,2.128663641,2.418806603,2.610491607,2.591934624,2.581618839,2.867040113,1.764808746,1.945919666,2.153771279
ENSG00000163328,0.594407893,0.516032337,0.602137743,0.599983033,0.470455954,0.606229622,0.819209976,0.916686828,0.868421975,0.693873749,0.676160582,0.769037848
ENSG00000226853,0.857019821,1.103142995,0.84956122,0.992333373,0.776826235,0.594617557,1.037283571,1.058892191,0.861033184,0.714261916,0.610909518,0.673640257
ENSG00000179997,7.534133162,9.246399114,6.041984343,3.902087457,4.642283701,4.472825857,5.327865616,5.020481858,6.029072104,7.933191115,5.310213506,8.197683748
ENSG00000235655,88.00915841,81.55033163,78.27680401,97.32149345,117.3549664,110.3814449,92.61728037,85.30807359,91.5951899,96.74335204,97.63882299,93.24865264
ENSG00000128656,1.152958963,1.118410796,1.161359091,1.32337733,1.962322296,1.855954295,1.207906769,1.187116888,1.408159447,0.662990048,0.722997159,0.7771391
ENSG00000115966,5.60444983,6.359558943,6.007139537,7.799246819,7.525943148,9.486998538,6.861097679,6.851766125,6.881960646,5.41414369,6.081330191,6.476469503
ENSG00000154518,53.62866454,55.87786984,57.13556649,40.46514976,32.50208598,29.91002547,45.79371221,42.94610027,45.40514992,51.12792615,58.93813215,58.26370723
ENSG00000144320,3.168527198,3.56665165,4.051760676,3.380482303,3.949054754,4.870562926,4.697656561,4.641092964,5.081242111,3.619821415,3.645277909,4.100639218
ENSG00000237380,0.582205366,0.505948159,0.406134474,0.340036791,0.456874667,0.303822461,0.443678102,0.506205571,0.529567879,0.417333113,0.317024206,0.354238608
ENSG00000175879,1.98080073,1.6310907,1.533669666,1.194272648,1.592268475,1.47252966,2.085345652,2.157750524,2.173252706,1.731166699,1.654265828,1.682255756
ENSG00000128652,0.149796807,0.175064861,0.131993896,0.080758856,0.076061904,0.097713877,0.060434918,0.089113402,0.095377521,0.13563346,0.05981639,0.12951868
ENSG00000224189,0.171505147,0.159320137,0.207793112,0.007705193,0,0.007458295,0.169138591,0.219751731,0.101399531,0.135878109,0.124517993,0.219686433
ENSG00000218175,2364.174426,1671.535345,1688.772569,1423.826769,1276.582757,598.7035147,669.3652385,790.3523883,786.0355301,2202.607773,2275.29277,2240.593298
ENSG00000128654,37.36414931,35.16771039,33.94349503,34.56965051,38.69511955,34.19944706,46.4396254,46.98575501,42.66374017,31.89970077,34.10679466,34.23022343
ENSG00000170144,57.39336976,62.24286412,63.81005129,57.91621404,75.63103704,77.27196517,74.84975604,70.31295937,76.15190484,62.61960544,65.66509635,67.0588331
ENSG00000116044,17.68387336,18.81117458,19.3295084,26.75996249,32.90407992,33.65670418,30.0216704,28.13988439,29.53602312,17.25348342,18.60580553,19.28613696
ENSG00000225808,0.682583249,1.735704738,0.57997951,0.827991243,1.33686018,0.801459936,2.124402113,0.84336681,1.676350472,0.893957557,1.05132985,0.505869725
ENSG00000213963,0.369480881,0.283612044,0.328699635,0.189618814,0.265671885,0.361523819,0.269464687,0.357016331,0.331551825,0.361889044,0.236786135,0.266219937
ENSG00000018510,13.01793879,14.474415,15.00635366,12.71313388,14.80982564,17.09477628,18.17662095,16.60917739,17.92867332,11.55265617,13.0283889,13.95341382
ENSG00000196659,0.345187731,0.347557325,0.380203977,0.400111846,0.478022741,0.558419683,0.64061715,0.445452678,0.527484938,0.312550093,0.308258753,0.324989081
ENSG00000197557,0.520868547,0.509052028,0.511223222,0.550502821,0.642750577,0.641857788,0.568008435,0.592584909,0.595269748,0.47804079,0.485251309,0.494948019
ENSG00000128655,0.1010853,0.097745283,0.092873446,0.053832775,0.067602467,0.101320747,0.164124521,0.134034841,0.105962304,0.17328862,0.181240034,0.117245637
ENSG00000213962,2.509531701,2.779360675,2.75277324,2.145860196,3.35845758,5.120294106,3.186760742,3.100655852,3.435191582,1.927691299,2.641148832,2.667804291
ENSG00000155636,2.879128317,3.449904468,3.122239192,4.000309339,4.334938831,4.083884478,4.459191874,4.432712583,4.176058939,2.959012801,3.522706174,3.742420842
ENSG00000079156,2.468017745,2.456458154,2.484587524,2.220883621,2.449305637,2.726583929,2.982489796,2.888121617,2.903335446,2.052642954,2.234665241,2.170425611
ENSG00000223960,1.848363395,1.987752839,1.832277181,2.438297773,2.284487523,2.613365485,2.115965625,2.064889096,1.569868967,1.592534904,1.615394555,1.544877167
ENSG00000180228,12.29110067,12.29154899,12.37789984,12.9366766,13.76943473,14.47758483,15.44418594,15.2925542,15.89929127,11.30153498,11.41094614,11.82382234
ENSG00000204311,0.401318787,0.416024542,0.422690263,0.532448581,0.812790412,0.95714792,0.485731338,0.480354746,0.49279772,0.396020812,0.221258896,0.249400431
ENSG00000238082,29.12829307,26.50451896,36.24343203,16.51337373,20.46795491,16.5931593,19.30137011,13.66960558,19.90057412,23.68395455,28.93107469,29.59444315
ENSG00000079150,0.94041989,1.084661768,1.031409448,2.390728703,2.593540316,2.584299384,1.671012398,1.915960406,1.86731136,0.82545951,0.833492319,1.038018397
ENSG00000116095,1.415526688,1.387692174,1.413968223,1.614362489,1.977987574,1.970498692,1.786841424,1.775780714,1.714196634,1.167672878,1.391672156,1.268957317
ENSG00000237298,0.395637981,0.35137196,0.346590721,0.308041139,0.337141774,0.442934561,0.461037759,0.381970373,0.433850343,0.373017664,0.35170849,0.354808677
ENSG00000270956,0.68475018,0.62789265,0.950307167,0.830619786,1.137906577,1.232806521,0.663023277,0.733238276,0.952947591,0.651007116,0.760638916,0.552584608
ENSG00000270277,0.325618133,0.526907233,0.356761589,0.394983269,0.341751697,0.764653655,0.601533215,0.57171505,0.631328558,0.244399223,0.352746733,0.518624319
ENSG00000270574,0.334773943,0.164872198,0.101000998,0.370777373,0.308395795,0.461438435,0.528508162,0.395646539,0.393211029,0.207571943,0.24252776,0.201360205
ENSG00000271141,0.510725272,0.505048524,0.900054144,0.206507682,0.636536138,0.533041494,0.618150154,0.841369888,0.209047652,0.289022496,0.444962642,0.245326632
ENSG00000187231,2.468032964,1.957313352,2.032066136,4.186033895,3.99643438,5.400409216,2.553375724,2.737399043,2.570518003,2.384026853,1.924039988,1.915609948
ENSG00000237964,0.214730022,0.390904678,0.34589951,0.195354828,0.301079375,0.157579231,0.129947942,0.132655008,0.164798018,0.328095921,0.368315114,0.348115926
ENSG00000144331,3.034952069,3.004870109,2.812955234,3.906728656,3.804272413,4.135852385,3.202739557,3.319647868,3.213704114,2.878696722,2.821113427,2.844874148
ENSG00000163510,14.43469017,15.81412497,16.68626145,17.39734141,23.6680636,25.50442577,23.83611513,23.00563904,24.03507786,13.34549219,15.25519588,16.4273897
ENSG00000226564,50.21293063,49.99854712,59.41897133,16.23346334,18.15095961,19.87269636,22.73093031,16.04859324,26.58300292,62.4320237,62.82864383,71.95412195
ENSG00000236667,0.591308791,0.744209901,0.455904291,3.028485788,1.064512816,1.157148978,3.260335676,3.003546982,3.227089546,0.736175425,0.579566213,0.454455815
ENSG00000170035,16.40186391,16.78943978,17.26578149,22.21023114,21.2988156,21.45037312,20.78293252,20.68358305,19.90128076,15.74616497,16.90056321,17.01960856
ENSG00000188452,0.206933947,0.251141557,0.224364231,0.258860521,0.386864356,0.478353002,0.289594375,0.247687641,0.30968885,0.349119766,0.22817759,0.190103684
ENSG00000223873,3.155221418,3.802118122,3.926339136,6.107498428,11.12805697,9.774169347,6.012711088,4.562002851,5.440704238,2.256642315,3.026763853,2.902230085
ENSG00000260742,0.113137323,0.156922308,0.096130881,0.137238517,0.070503653,0.037954567,0.146715418,0.149771784,0.12900318,0.074086176,0.071286796,0.118783642
ENSG00000138434,116.8877561,129.0497016,130.0116094,103.7195499,114.6399016,134.1295072,171.6693682,171.0577335,177.515403,128.5224404,132.3213751,133.8046012
ENSG00000150722,1.574744888,1.274106669,1.554845359,1.81924431,2.406599719,2.23787434,3.229566077,2.810424543,2.992633081,1.400390485,1.65984556,1.48584057
ENSG00000213958,3.939880673,4.722531653,6.798623266,2.212582304,2.576455796,2.741356253,1.147993144,0.991614511,1.34387776,1.783681692,2.12151831,2.334107666
ENSG00000077232,6.566445254,7.071838553,7.396543404,8.259637595,10.62319818,11.635453,9.981171021,10.03565313,10.28062958,6.185670554,6.255555618,6.149022348
ENSG00000162998,0.555466228,0.488843759,0.367088022,0.236419294,0.279348507,0.331823387,0.495380294,0.55386193,0.49062069,0.506255534,0.448920445,0.337033171
ENSG00000061676,8.780279117,9.848421753,9.713008534,10.57767742,11.8316767,13.59167047,13.20066242,12.72841889,13.43302892,8.815635331,9.47361425,9.781525755
ENSG00000231203,2.321146947,2.997926409,3.187549215,2.06650396,2.654066827,1.775254725,1.237154697,0.947195264,1.098258637,1.084583383,1.607146943,1.399328186
ENSG00000162999,0.527318777,0.612145867,0.642048249,0.716131456,0.650073582,0.841243289,0.652108552,0.509892689,0.668633625,0.502112074,0.477521641,0.639300393
ENSG00000163002,9.969157032,10.83877527,11.40741046,9.764812193,11.94084738,11.04363232,13.94647176,13.64418729,13.79399327,9.604090402,10.4803219,10.80580743
ENSG00000272800,0.768920027,0.898623138,0.988073533,1.347262223,1.064815535,1.136900653,1.240870735,1.301907149,1.15401259,0.754236526,0.614085457,1.009557634
ENSG00000177855,41.81217913,45.70689142,51.08952248,29.2738345,48.14704267,44.34474784,44.7210667,39.36351502,44.92520364,35.97102374,45.34730446,48.72664529
ENSG00000170396,0.328504884,0.526262716,0.508007639,0.661485054,0.949872974,1.056862733,0.516882485,0.576356313,0.548605223,0.267700154,0.379937851,0.306757675
ENSG00000225406,0.765839017,0.947670795,1.205746875,1.694027196,0.842200592,1.481060466,0.981448929,1.335859208,1.161681467,1.009550509,1.457106283,1.207480464
ENSG00000237877,0.127505206,0.10316289,0.189593302,0.154667133,0.317829078,0.199614849,0.180045114,0.236308887,0.130474569,0.173174307,0.124973128,0.128618831
ENSG00000259915,0,0.011321994,0.013871747,0.118821632,0.13952533,0.197167255,0.084684513,0.034579462,0.068733197,0.14254243,0.04114692,0.024198431
ENSG00000065548,40.08253654,48.06702909,50.95492726,45.27210083,61.17658856,55.95483677,64.6368132,59.80652361,63.65196616,35.84742786,43.91589051,46.42184353
ENSG00000138448,8.503711588,9.221232887,9.348564294,9.623293176,10.71542552,14.62453479,9.688267144,9.143582902,9.737048042,8.677433181,8.67323555,8.919760812
ENSG00000144369,4.988238551,5.454064846,5.349021082,5.408521,5.939837134,7.585467173,6.38355028,6.568873582,7.12666041,5.118931622,5.662520483,6.061975111
ENSG00000226553,0.5539091,0.730336481,0.955820648,0.24885413,0.306825675,0.120440051,0.273132924,0.278822811,0.251914946,0.794099892,0.723878972,0.674043903
ENSG00000224063,0.188399336,0.084684211,0.083004314,0.53324436,0.626157831,0.516157622,0.228026857,0.258641219,0.179934358,0.191909367,0.164140431,0.16289555
ENSG00000064989,0.160488323,0.154195834,0.164063214,0.18250923,0.193771933,0.176661091,0.267087013,0.216881439,0.289447977,0.199239238,0.167132574,0.156108235
ENSG00000003436,2.122819087,1.781396066,1.726240305,6.346647086,6.524214657,7.017363394,2.620269235,2.681354757,2.629317628,2.004277501,1.740331359,1.796786155
ENSG00000235616,9.891521987,6.137215194,4.820088201,1.820023517,2.943525242,1.370214642,1.580584119,1.579180723,1.774171773,8.660667259,8.306186646,6.678635948
ENSG00000213115,0.180650173,0.354964438,0.358155967,0.125219063,0.353808892,0.27271501,0.499766289,0.19131652,0.285208228,0.473183564,0.607072147,0.290077168
ENSG00000144366,4.5008571,4.620173652,4.581583028,6.839398516,8.380704748,9.659935846,6.62178855,6.298697769,6.980400323,5.237423628,5.006735514,5.09976167
ENSG00000168542,0.013562394,0.025604052,0.022407268,0.038386918,0.061978846,0.058389393,0.016415079,0.022342716,0,0.036840191,0.008862042,0.02345288
ENSG00000204262,0.495190355,0.459879288,0.435389872,0.710367956,0.622541119,0.652214182,0.396090624,0.414982535,0.423003074,0.495643694,0.430490164,0.469110047
ENSG00000115368,28.50242212,34.60620111,34.96523134,30.2948318,36.32720701,36.85865923,44.55382925,42.64122713,44.08912356,24.10160081,28.96181117,29.21941876
ENSG00000138449,0.533725602,0.512439219,0.529080615,1.260316858,1.082062432,1.303489574,0.568469726,0.580312049,0.707817002,0.587162885,0.439426299,0.443015704
ENSG00000138381,24.09478369,25.58815952,26.37362628,28.25732687,34.27864038,35.86231429,34.37579748,33.49544261,35.51055055,21.09654151,22.73580955,24.89751793
ENSG00000151687,0.080272034,0.073606728,0.090183221,0.045440297,0.086706584,0.144519695,0.123064628,0.105792254,0.124854962,0.065414053,0.099658726,0.08791368
ENSG00000128694,4.927793299,5.135110629,5.464616689,5.236868817,5.605769877,5.685025884,7.265406475,6.991729759,6.885328343,5.098443954,5.065951836,5.279418155
ENSG00000253559,0.537449269,0.260906146,0.390699375,0.347701306,0.446562174,0.29448993,0.346930784,0.354158023,0.307980668,0.218984952,0.351184178,0.247836951
ENSG00000273240,0.463752212,0.375216196,0.255397889,0.1875145,0.32110658,0.54451793,0.561296879,0.827651901,0.569462583,0.419904256,0.25252374,0.089105258
ENSG00000128699,8.945176366,9.719197042,9.492438767,12.01229827,13.93346192,14.14117131,13.84195102,13.73592674,14.21539875,8.302948897,9.141435952,9.713261081
ENSG00000064933,10.58026748,11.06701659,10.15024181,9.221137165,11.96408713,12.54930163,13.79019565,13.81883084,14.71055177,9.333496824,9.426350469,9.509997349
ENSG00000187699,0.544648717,0.557071577,0.560282579,0.654440302,0.966992895,0.754131052,0.733836418,0.704684109,0.813915894,0.471053173,0.51872427,0.448705968
ENSG00000204253,374.8016252,425.1292724,430.7586598,385.3613829,475.7605482,458.2276678,510.3623554,454.3141927,525.0024145,355.0994691,410.7587272,436.2591415
ENSG00000138379,0.163786808,0.114848835,0.129889104,0,0.027217822,0.038462287,0.251100683,0.175384776,0.160897059,0.166838287,0.1177251,0.103850884
ENSG00000198130,5.021010328,5.694786614,5.605636859,4.728770483,5.369793071,5.715477933,5.851483493,5.323321716,6.185876837,4.300109186,4.994388593,4.971733179
ENSG00000151689,4.339178073,4.933189102,4.380630159,3.712586104,3.993813055,3.846960182,5.280887548,5.430392397,5.122209599,4.981680493,4.895267005,4.753636115
ENSG00000151690,2.34002673,2.306668161,2.101876773,4.499477436,4.744028934,4.799229498,3.957691587,4.330522861,4.103101758,3.034175515,2.649108439,2.831673797
ENSG00000272979,0.859918831,0.463833148,0.4262175,0.260775979,0.803811914,0.67311984,0.43366348,0.354158023,0.351977906,0.36497492,0.280947342,0.309796188
ENSG00000189362,1.285284803,1.471928722,1.522360979,1.209436416,1.484112167,1.653380928,1.389771417,1.517975269,1.375175143,1.039683194,1.440388288,1.397289601
ENSG00000138386,9.597418219,9.966298381,10.35041572,6.4855567,7.731101936,8.799188174,12.64510595,13.01746065,12.55841056,11.20673654,11.31411638,10.97715592
ENSG00000115419,8.820504888,9.430003539,10.2668236,5.633118516,6.799996311,7.95249958,8.880679637,8.910712433,9.321755363,7.879699699,8.018377813,8.285274752
ENSG00000115415,17.52204781,19.00409387,18.41414982,17.85221892,20.55041795,22.52819119,22.0332285,20.88833145,21.69740561,17.17956785,17.82771714,17.83060545
ENSG00000229023,3.24092925,2.70287884,2.866737987,2.116870815,4.474292852,5.503135905,3.862271515,2.833837252,3.673555818,2.945784628,2.883347119,3.448863713
ENSG00000138378,0.630775754,0.59834476,0.517478188,0.395765898,0.542179016,0.519292159,1.263644363,1.307884745,1.460087174,0.775464359,0.746163089,0.865096744
ENSG00000227542,0.406782285,0.383976286,0.403242079,0.246718748,0.084498013,0.119406572,0.164114672,0.167533498,0.2497533,0.069060161,0.265802766,0.205167553
ENSG00000128641,11.51755984,13.09749277,13.65846571,11.98195415,14.06855998,16.51976829,15.34550567,15.52131827,15.48137525,9.811377849,11.26347592,12.1844496
ENSG00000173559,3.70943546,3.199897736,3.070931151,1.900570697,2.431218257,3.23121657,3.754898772,4.186098574,3.927373354,3.764904258,3.051685198,2.834839319
ENSG00000168497,0.257656076,0.162140497,0.12297697,0.972357631,1.034740845,0.963609928,0.057750169,0,0.011718063,0.038882432,0.028059931,0.016501996
ENSG00000213946,8.004355131,10.24996518,10.29123798,6.570332294,7.538353265,7.419765809,9.141660047,11.56287899,9.459406232,9.042396207,10.58834015,11.49997334
ENSG00000235218,0.325382873,0.289589597,0.54833684,0.51310726,0.44609062,0.267435417,0.275676257,0.402027322,0.439507787,0.563456529,0.510273948,0.450136806
ENSG00000196950,11.24388108,12.06723928,11.0002976,9.667347968,10.21598937,13.16546793,13.56576106,14.14008034,14.93374527,10.92244302,11.32186921,11.2624821
ENSG00000081320,3.451328225,3.641143078,3.398080556,2.329017486,2.859898179,3.43106982,3.978895386,3.841914841,4.261045604,3.620573392,3.869323791,3.781773407
ENSG00000138411,0.332609901,0.328039891,0.320088492,0.477089367,0.508346225,0.692703002,0.349677912,0.31196712,0.247441134,0.294291942,0.276033199,0.277088428
ENSG00000144395,1.88629695,2.064074266,2.115834543,2.90935577,4.067601941,4.291425611,2.795108193,2.735429261,2.656094245,2.021886456,2.063963831,2.128757455
ENSG00000119041,13.20589633,14.43929562,13.8906113,11.86307429,12.69694737,13.95267057,17.26963338,16.8899232,17.65933346,11.86155647,12.80336946,12.57314697
ENSG00000197121,1.19285295,1.224963315,0.967041561,1.031033415,1.1767181,1.627413984,1.385303512,1.414162059,1.38173601,1.151125349,1.012960366,0.937424184
ENSG00000065413,0.260454392,0.235045487,0.294598753,0.234928223,0.178953936,0.352862725,0.262698185,0.272296399,0.241918061,0.248300016,0.248736431,0.204986511
ENSG00000225636,0.300329026,0.315890265,0.26794375,0,0.14972455,0.176316722,0.181749802,0.111321601,0.258151437,0.397701716,0.382674377,0.493379114
